"URL Actuelle","Ancien Title","Ancienne Meta Description","Nouveau Silo","Nouvelle URL","Nouveau H1","Nouveau Title (SEO)","Nouvelle Meta Description",""
"https://www.azalee-patrimoine.fr/retraite/retraite-progressive","Azalée Patrimoine - Gestion de patrimoine et conseil financier","Expert en gestion de patrimoine... (liste villes)","Retraite","https://www.azalee-patrimoine.fr/retraite/retraite-progressive/","La retraite progressive","Retraite progressive : travailler à temps partiel | Azalée","Transition en douceur vers la retraite, le dispositif de retraite progressive permet de toucher une partie de sa pension tout en travaillant à temps partiel.",""
"https://www.azalee-patrimoine.fr/patrimoine/holding-patrimoniale","Azalée Patrimoine - Gestion de patrimoine et conseil financier","Expert en gestion de patrimoine... (liste villes)","Patrimoine","https://www.azalee-patrimoine.fr/patrimoine/holding/","Holding patrimoniale civile","Holding patrimoniale : avantages fiscaux | Azalée","La holding civile est un outil puissant pour organiser, gérer et transmettre un patrimoine professionnel et privé.",""
"https://www.azalee-patrimoine.fr/fiscalite/plus-values-mobilieres","Azalée Patrimoine - Gestion de patrimoine et conseil financier","Expert en gestion de patrimoine... (liste villes)","Fiscalité","https://www.azalee-patrimoine.fr/fiscalite/plus-values-mobilieres/","Plus-values mobilières : taxation","Plus-values mobilières : impôt et flat tax | Azalée","Imposition des gains sur actions et obligations. Choix entre le prélèvement forfaitaire unique (PFU) et le barème progressif.",""
"https://www.azalee-patrimoine.fr/placements/fcpr","Azalée Patrimoine - Gestion de patrimoine et conseil financier","Expert en gestion de patrimoine... (liste villes)","Placements","https://www.azalee-patrimoine.fr/placements/fcpr/","FCPR : fonds commun de placement à risques","FCPR : investir en capital risque | Azalée Patrimoine","Le FCPR permet d'investir dans des entreprises non cotées. Un placement dynamique pour diversifier son patrimoine avec un horizon long terme.",""
"https://www.azalee-patrimoine.fr/outils/calculateur-frais-notaire","Azalée Patrimoine - Gestion de patrimoine et conseil financier","Expert en gestion de patrimoine... (liste villes)","Outils Financiers","https://www.azalee-patrimoine.fr/outils/frais-notaire/","Calculateur de frais de notaire","Calculateur frais de notaire immobilier | Azalée","Estimez les frais d'acquisition (frais de notaire) pour votre achat immobilier dans l'ancien ou le neuf.",""
"https://www.azalee-patrimoine.fr/retraite/retraite-complementaire","Azalée Patrimoine - Gestion de patrimoine et conseil financier","Expert en gestion de patrimoine... (liste villes)","Retraite","https://www.azalee-patrimoine.fr/retraite/agirc-arrco/","Retraite complémentaire Agirc-Arrco","Retraite complémentaire Agirc-Arrco | Azalée Patrimoine","Le régime de retraite complémentaire des salariés du privé. Comprendre les points Agirc-Arrco et leur valeur.",""
"https://www.azalee-patrimoine.fr/immobilier/location-saisonniere","Investissement Immobilier | Azalée Patrimoine - LMNP, SCI, SCPI, Crédit","Expert en gestion de patrimoine... (liste villes)","Investissement Immobilier","https://www.azalee-patrimoine.fr/investissement-immobilier/saisonnie/","Location saisonnière et touristique","Location saisonnière : fiscalité et règles | Azalée","Louer en saisonnier offre une rentabilité élevée mais impose des contraintes réglementaires strictes. Nos conseils pour réussir.",""
"https://www.azalee-patrimoine.fr/fiscalite/ifi-calcul","Azalée Patrimoine - Gestion de patrimoine et conseil financier","Expert en gestion de patrimoine... (liste villes)","Fiscalité","https://www.azalee-patrimoine.fr/fiscalite/ifi-calcul/","Calcul de l'IFI : abattements et dettes","Calcul IFI : déduire ses dettes et travaux | Azalée","Détail du calcul de l'impôt sur la fortune immobilière. Quelles dettes sont déductibles ? Comment appliquer l'abattement sur la résidence principale ?",""
"https://www.azalee-patrimoine.fr/placements/obligations","Azalée Patrimoine - Gestion de patrimoine et conseil financier","Expert en gestion de patrimoine... (liste villes)","Placements","https://www.azalee-patrimoine.fr/placements/obligations/","Obligations et fonds obligataires","Obligations : rendement et sécurité | Azalée Patrimoine","Les obligations d'État ou d'entreprises (corporate) pour sécuriser une partie de votre portefeuille. Comprendre le couple rendement/risque.",""
"https://www.azalee-patrimoine.fr/patrimoine/dementelement-propriete","Azalée Patrimoine - Gestion de patrimoine et conseil financier","Expert en gestion de patrimoine... (liste villes)","Patrimoine","https://www.azalee-patrimoine.fr/patrimoine/dementelement/","Démembrement de propriété","Démembrement de propriété : usufruit et nue-propriété | Azalée","Séparer l'usufruit de la nue-propriété est une technique clé en gestion de patrimoine pour optimiser la fiscalité et la transmission.",""
